Username;Rank;Title;Artist;Genre;Genre;Album;Number of Plays
8rFzFm0U71;1;Only In Dreams;Weezer;Alternative;ALTERNATIVE;Weezer (blue);70
8rFzFm0U71;2;Runaway;Kanye West;Hip Hop;HIP HOP;My Beautiful Dark Twisted Fantasy;80
goCMTqVDiB;13;Lonely Day;System Of A Down;metal;METAL;Hypnotize;123
8rFzFm0U71;3;War Pigs/Luke's Wall;Black Sabbath;Rock;ROCK;Paranoid;64
8rFzFm0U71;4;Hail To The King;Avenged Sevenfold;Metal;METAL;Hail to The King;117
8rFzFm0U71;5;Dream On;Aerosmith;rock;ROCK;AEROSMITH;101
8rFzFm0U71;6;505;Arctic Monkeys;Alternative;ALTERNATIVE;Favourite Worst Nightmare;102
8rFzFm0U71;7;Mr.Rager;Kid Cudi;Hip Hop;HIP HOP;Man On the Moon II: The Legend of Mr.Rager;89
8rFzFm0U71;8;Shepherd of Fire;Avenged Sevenfold;Metal;METAL;Hail to The King;75
8rFzFm0U71;9;Bat Country;Avenged Sevenfold;Metal;METAL;City Of Evil;87
8rFzFm0U71;10;IFHY (feat.Pharrell);Tyler The Creator;indie;INDIE;Wolf;96
u6fnBLiSQg;1;Brooklyn;Youngblood Brass Band;rock;ROCK;center : level : roar;60
1K1m2OCmg0;1;Ransom;Lil Tecca;Hip Hop;HIP HOP;We love you tecca;100
u6fnBLiSQg;2;Get Lucky;Daft Punk;edm;EDM;Random Access Memories;40
1K1m2OCmg0;2;Yacht Club;Lil Yachty;Hip Hop;HIP HOP;Nuthin' 2 Prove;100
u6fnBLiSQg;3;Instant Crush;Daft Punk;edm;EDM;Random Access Memories;35
1K1m2OCmg0;3;Catch Me Outside;Ski Mask The Slump God;Hip Hop;HIP HOP;You Will Regret (Reloaded);98
1K1m2OCmg0;4;Make Believe;Juice WRLD;Hip Hop;HIP HOP;Death Race For Love;87
u6fnBLiSQg;4;September;Earth, Wind and Fire;edm;EDM;The Best Of Earth, Wind and Fire Vol. 1;30
1K1m2OCmg0;5;The Party Never Ends;Juice Wrld;Hip Hop;HIP HOP;The Party Never Ends 2.0;78
u6fnBLiSQg;5;I Want You Back;The Jackson 5;r&b;R&B;Diana Ross Presents The Jackson 5;25
1K1m2OCmg0;6;Poppin;Rich Amiri;Hip Hop;HIP HOP;Evolution;67
1K1m2OCmg0;7;Malibu's Most Wanted;Lil tecca;Hip Hop;HIP HOP;Dopamine;56
u6fnBLiSQg;6;Ain't No Mountain High Enough;Marvin Gaye, Tammi Terrell;r&b;R&B;United;23
1K1m2OCmg0;8;Talk;Yeat;Hip Hop;HIP HOP;Lyfe;55
1K1m2OCmg0;9;The truth;Lil Tecca;Hip Hop;HIP HOP;Dopamine;45
u6fnBLiSQg;7;Counting Stars;OneRepublic;pop;POP;Native;20
1K1m2OCmg0;10;Unbothered;Ski Mask The Slump God;hip hop;HIP HOP;Stokeley;43
u6fnBLiSQg;8;Supermassive Black Hole;Muse;alternative;ALTERNATIVE;Black Holes and Revelations;18
u6fnBLiSQg;9;The Less I know the Better;Tame Impala;edm;EDM;Currents;16
aJqyRoyI27;4;Universal Collapse;DM DOKURO;ost;OST;Tale of a Cruel World;200
u6fnBLiSQg;10;Runaway Baby;Bruno Mars;pop;POP;Doo-Wops & hooligans;15
aJqyRoyI27;8;Lights and sounds;yellowcard;alternative;ALTERNATIVE;Lights and sounds;120
aJqyRoyI27;2;CL1P MY W1NGS;Wisp X;miscellaneous;MISCELLANEOUS;Bedroom Phantoms;300
0GEAyRnJ4G;1;Eternity;Alex Warren;pop;POP;You'll Be Alright, Kid;57
aJqyRoyI27;9;Rough landing, Holly;yellowcard;alternative;ALTERNATIVE;Lights and sounds;200
0GEAyRnJ4G;2;Carry You Home;Alex Warren;pop;POP;You'll Be Alright, Kid;100
aJqyRoyI27;7;Tolerance;Sound Souler;ost;OST;Lavenue;250
aJqyRoyI27;6;Paradise;Sound Souler;ost;OST;Lavenue;300
0GEAyRnJ4G;3;Ordinary;Alex Warren;pop;POP;You'll Be Alright, Kid;50
aJqyRoyI27;10;Catastrophes before the calamities;DM DOKURO;ost;OST;Tale of a Cruel World;200
aJqyRoyI27;3;Blue Heart Forever;Wisp X;miscellaneous;MISCELLANEOUS;Roots;250
0GEAyRnJ4G;4;Dear Maria, Count Me In;All Time Low;alternative;ALTERNATIVE;So Wrong, It's Right;40
Y9VSOXiCT7;1;Finding Your Way Home;The Front Bottoms;Rock;ROCK;You Are Who You Hang Out With;60
aJqyRoyI27;1;Party in my room;xxsagexx;EDM;EDM;24-Sep;500
Y9VSOXiCT7;2;Look Who's Inside Again;Bo Burnham;Pop;POP;INSIDE;60
0GEAyRnJ4G;5;Stargazing;Myles Smith;pop;POP;None;70
Y9VSOXiCT7;3;Why Am I Like This?;Orla Gartland;indie;INDIE;Why Am I Like This?;60
Y9VSOXiCT7;4;Waving Through A Window;Ben Platt;musical;MUSICAL;Dear Evan Hansen (Original Broadway Cast Recording);80
0GEAyRnJ4G;6;My Demons;STARSET;alternative;ALTERNATIVE;Transmissions;40
Y9VSOXiCT7;6;The Subway;Chappell Roan;pop;POP;The Subway;35
Y9VSOXiCT7;7;No Children;The Mountain Goats;alternative;ALTERNATIVE;Tallahassee;60
Y9VSOXiCT7;8;Fifteen Minutes;Mike Krol;Rock;ROCK;I Hate Jazz;30
Y9VSOXiCT7;9;Be Nice To Me;The Front Bottoms;Rock;ROCK;Rose;70
0GEAyRnJ4G;7;LEGO Ninjago The WEEKEND WHIP;Ninjago Music & The Fold;pop;POP;none;120
Y9VSOXiCT7;10;Achilles Come Down;Gang Of Youths;indie;INDIE;Go Farther in Lightness;30
N88oZPgfjB;1;Brandy(You're a Fine Girl);Looking Glass;rock;ROCK;Looking Glass;32
kNUTYziumG;1;Heartless;Kanye West;Hip Hop;HIP HOP;808s & Heartbreak;1000
Y9VSOXiCT7;5;Everywhere, Everything;Noah Kahan;rock;ROCK;Stick Season (Forever);60
N88oZPgfjB;2;Dancing in the Moonlight;Toploader;Rock;ROCK;Dancing in the Moonlight;29
kNUTYziumG;2;Novocaine;Fall Out Boy;Rock;ROCK;American Beauty/American Psycho;900
kNUTYziumG;3;Fuel;Eminem;Hip Hop;HIP HOP;The Death of Slim Shady;700
0GEAyRnJ4G;8;Valhalla Calling;Peyton Parrish;rock;ROCK;None;40
N88oZPgfjB;3;Ode to Bourbon;Treaty Oak Revival;Country;COUNTRY;No Vacancy;25
N88oZPgfjB;4;Missed Call;Treaty Oak Revival;Country;COUNTRY;No Vacancy;24
kNUTYziumG;4;The Phoenix;Fall Out Boy;Rock;ROCK;My Songs Know What You Did in The Dark;600
N88oZPgfjB;5;Dixieland Delight;Alabama;Country;COUNTRY;The Closer You Get;22
kNUTYziumG;5;Wake Up!;Ski Mask The Slump God;Hip Hop;HIP HOP;Wake Up!;500
0GEAyRnJ4G;9;Mockingbird;Eminem;hip hop;HIP HOP;Encore;60
N88oZPgfjB;6;Friends in Low Places;Garth Brooks;Country;COUNTRY;No Fences;19
kNUTYziumG;7;Alone Again;The Weeknd;Hip Hop;HIP HOP;After Hours;300
kNUTYziumG;8;Never Me;Token;Hip Hop;HIP HOP;I'm Not Supposed To Be Here;200
N88oZPgfjB;7;Riptide;Vance Joy;indie;INDIE;Dream Your Life Away;17
kNUTYziumG;9;HOT!;Token;Hip Hop;HIP HOP;I'm Not Supposed To Be Here;100
N88oZPgfjB;8;Stop & Stare;Treaty Oak Revival;Country;COUNTRY;Dreaming out Loud;15
kNUTYziumG;10;Dirt Road Anthem;Jason Aldean;Country;COUNTRY;My Kinda Party;100
0GEAyRnJ4G;10;For the Dancing and the Dreaming;(performed by Gerard Butler, Craig Ferguson & Mary Jane Wells;ost;OST;How to Train Your Dragon 2;80
N88oZPgfjB;9;Something in the Orange;Zach Bryan;Country;COUNTRY;American Heartbreak;12
N88oZPgfjB;10;Sounds Like the Radio;Zach Top;Country;COUNTRY;Cold Beer & Country Music;10
6YSL13eI8M;10;Trap Queen;Fetty Wap;hip hop;HIP HOP;N/A;2
6YSL13eI8M;9;Thick of It;KSI;hip hop;HIP HOP;Thick of It (All Over the Place);5
6YSL13eI8M;8;Not Like Us;Kendrick Lamar;hip hop;HIP HOP;N/A;10
6YSL13eI8M;7;Come On Don't Hide;So Supa;hip hop;HIP HOP;Supa vs. Sligger;1
Y9B0QPxENT;1;Spaced Out;Nihmune;EDM;EDM;We're Alright;200
6YSL13eI8M;6;NAME==Mythos;Hoyoverse;ost;OST;N/A;7
6YSL13eI8M;5;The Witch and the Saint;Steven Reineke;classical;CLASSICAL;N/A;25
6YSL13eI8M;4;All My Fellas;FRIZK;pop;POP;N/A;15
6YSL13eI8M;3;Experience;Ludovico Einaudi;Classical;CLASSICAL;N/A;5
6YSL13eI8M;2;Lament of the Ruined World;Hoyoverse;ost;OST;N/A;25
6YSL13eI8M;1;Aria Math;C418;miscellaneous;MISCELLANEOUS;Minecraft - Volume Beta;12
Y9B0QPxENT;4;Hey Nya;Nihmune;alternative;ALTERNATIVE;Are You Okay?;500
Y9B0QPxENT;5;Citrus Love;Bao ;j-pop;J-POP;Citrus Love;300
Y9B0QPxENT;6;Clarity;Nightcore Reality;pop;POP;(none);500
bMG27LkecL;1;Yes I'm A Mess;AJR;indie;INDIE;The Maybe Man;50
Y9B0QPxENT;7;Brain Rot;Nihmune;alternative;ALTERNATIVE;Hard To Think ;100
bMG27LkecL;2;Way Less Sad;AJR;Indie;INDIE;OK Orchestra;10
Y9B0QPxENT;8;Ash Again;Hololive English ;Alternative;ALTERNATIVE;(none);100
bMG27LkecL;3;Would You Fall in Love with Me Again;Jorge Rivera-Herrans;musical;MUSICAL;EPIC: The Ithaca Saga;20
Y9B0QPxENT;8;Diamond City Lights;Lazulight;pop;POP;Diamond City Lights;200
bMG27LkecL;4;Not Sorry for Loving You;Jorge Rivera-Herrans;Musical;MUSICAL;EPIC: The Vengeance Saga;40
bMG27LkecL;5;Monster;Jorge Rivera-Herrans;Musical;MUSICAL;EPIC: The Underworld Saga;30
bMG27LkecL;6;Castle of Glass;Linkin Park;rock;ROCK;Living Things;30
bMG27LkecL;7;Inertia;AJR;Indie;INDIE;The Maybe Man;30
bMG27LkecL;8;Fake a Smile;Alan Walker;EDM;EDM;World of Walker;20
bMG27LkecL;9;Woe to the People of Order;Cami-Cat;country;COUNTRY;N/A;20
Y9B0QPxENT;9;Roki;Mori Calliope;rock;ROCK;(none);400
bMG27LkecL;10;Fly Away;TheFatRat;miscellaneous;MISCELLANEOUS;Fly Away;50
ZxOLXrLtgF;4;Die Anyway;LuLuYam;edm;EDM;Die Anyway;60
ZxOLXrLtgF;5;Lights Go Out;LuLuYam;edm;EDM;Lights Go Out;120
ZxOLXrLtgF;6;EVERYTHING;LuLuYam;edm;EDM;EVERYTHING;150
ZxOLXrLtgF;7;It's All Over;Three Days Grace;Rock;ROCK;One-X;40
ZxOLXrLtgF;8;AMALGAMATION;LuLuYam;edm;EDM;AMALGAMATION;140
ZxOLXrLtgF;9;Riot;Three Days Grace;Rock;ROCK;One-X;50
ZxOLXrLtgF;10;Never Too Late;Three Days Grace;Rock;ROCK;One-X;50
Y9B0QPxENT;10;Heart of Fire;Sinder;Rock;ROCK;(none);600
6uUJemyzU7;1;Money For nothing;Dire straights;Rock;ROCK;brothers in arms;200
6uUJemyzU7;2;November Rain;Guns N roses;Rock;ROCK;Use your Illusion 1;100
6uUJemyzU7;3;Back In Black;AC/DC;Rock;ROCK;Back In Black;100
6uUJemyzU7;4;Shoot to Thrill;AC/DC;Rock;ROCK;Back In Black;90
IeaYESmMDP;1;Can I Kick It?;A Tribe Called Quest;hip hop;HIP HOP;People's Instinctive Travels and the Paths of Rhythm;200
6uUJemyzU7;5;Empire State Of Mind;JAY-Z;Hip Hop;HIP HOP;The Blueprint 3;70
6uUJemyzU7;6;Gotten;Slash;Rock;ROCK;Slash;90
6uUJemyzU7;7;Patience;Guns N Roses;Rock;ROCK;Appetite For Destruction;100
6uUJemyzU7;8;Sweet Child O mine;Guns N Roses;Rock;ROCK;Appetite For Destruction;90
IeaYESmMDP;2;One more time;daft punk;edm;EDM;Discovery ;175
IeaYESmMDP;3;Oprah's bank account;Lil yacthy ;Hip Hop;HIP HOP;Single;150
6uUJemyzU7;9;Theme From New York, New York;Frank Sinatra;Jazz;JAZZ;Nothing But The Best;60
IeaYESmMDP;4;Hip Hopp snitch knishes ;MFDOOM;Hip Hop;HIP HOP;Mm food ;125
6uUJemyzU7;10;P.Y.T.;Michael Jackson;Rock;ROCK;Thriller;80
IeaYESmMDP;6;Funny thing;thunder cat ;R&B;R&B;It is what it is;100
IeaYESmMDP;7;could you be loved;Bob marley;miscellaneous;MISCELLANEOUS;Uprising;80
IeaYESmMDP;8;IloveYouIHateYou;playboy carti ;Hip Hop;HIP HOP;Whole lotta red;70
IeaYESmMDP;9;Sundress ;ASAP rocky;Hip Hop;HIP HOP;Single ;50
IeaYESmMDP;10;The spins;Mac miller;Hip Hop;HIP HOP;the kids;50
67zfR9D052;4;Army of the Night;Powerwolf;Metal;METAL;Blessed & Possessed;65
67zfR9D052;10;You Really Got Me;The Kinks;Rock;ROCK;Kinks;70
67zfR9D052;9;Twisted Transistor;Korn;Metal;METAL;See You On the Other Side;95
67zfR9D052;8;My Way ;Frank Sinatra;Jazz;JAZZ;My Way;65
67zfR9D052;7;Short Change Hero;The Heavy;Alternative;ALTERNATIVE;The House that Dirt Built;68
67zfR9D052;6;Radio;Bershy;Alternative;ALTERNATIVE;Radio;35
67zfR9D052;4;Roll Northumbria;The Dreadnoughts;Miscellaneous;MISCELLANEOUS;Into the North;48
